anchor,method,seed,forget_frac,attack_saturated,target_item,hr_clean,hr_poison,hr_retain,hr_unlearned,ndcg_clean,ndcg_poison,ndcg_retain,ndcg_unlearned,er_clean,er_poison,er_retain,er_unlearned
CFRU-targetPromo-ML1M-NCF,CFRU,0,1.0,0,2248,0.7854735883424411,0.7811748633879778,0.7852519732847597,0.7830176077717057,0.3928278414152046,0.3924692777920337,0.4023326418492546,0.3920029384834308,0.0,0.0,0.0,0.0
